日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2025-11-13,股票,农业银行(601288.XSHG),多,10500股,10500股,8.56,89880,53483.06,3.466,-,0,-315,0股,146.94%,1474615.03,6.1%
2025-11-13,,Cash,,,,,6743.23,,,,,,,,0
2025-11-14,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,1.998,130469.4,8998.82,1.86,-,0,1175.4,0股,7.41%,1469189.43,8.88%
2025-11-14,基金,10年地债(511270.XSHG),多,7200股,7200股,117.464,845740.8,109681.93,102.23,-,0,-72,0股,14.9%,1469189.43,57.57%
2025-11-14,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.923,165378,41614.84,1.439,-,0,-4472,0股,33.62%,1469189.43,11.26%
2025-11-14,基金,黄金ETF(518880.XSHG),多,13000股,13000股,9.096,118248,51542.27,5.131,-,0,-1027,0股,77.27%,1469189.43,8.05%
2025-11-14,股票,长江电力(600900.XSHG),多,4000股,4000股,28.34,113360,16011.11,24.337,-,0,-400,0股,16.45%,1469189.43,7.72%
2025-11-14,股票,农业银行(601288.XSHG),多,10500股,10500股,8.5,89250,52853.06,3.466,-,0,-630,0股,145.21%,1469189.43,6.07%
2025-11-14,,Cash,,,,,6743.23,,,,,,,,0
2025-11-17,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,1.968,128510.4,7039.82,1.86,-,0,-1959,0股,5.8%,1461469.63,8.79%
2025-11-17,基金,10年地债(511270.XSHG),多,7200股,7200股,117.58,846576,110517.13,102.23,-,0,835.2,0股,15.01%,1461469.63,57.93%
2025-11-17,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.909,164174,40410.84,1.439,-,0,-1204,0股,32.65%,1461469.63,11.23%
2025-11-17,基金,黄金ETF(518880.XSHG),多,13000股,13000股,8.882,115466,48760.27,5.131,-,0,-2782,0股,73.1%,1461469.63,7.9%
2025-11-17,股票,长江电力(600900.XSHG),多,4000股,4000股,28.16,112640,15291.11,24.337,-,0,-720,0股,15.71%,1461469.63,7.71%
2025-11-17,股票,农业银行(601288.XSHG),多,10500股,10500股,8.32,87360,50963.06,3.466,-,0,-1890,0股,140.02%,1461469.63,5.98%
2025-11-17,,Cash,,,,,6743.23,,,,,,,,0
2025-11-18,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,2.016,131644.8,10174.22,1.86,-,0,3134.4,0股,8.38%,1456546.43,9.04%
2025-11-18,基金,10年地债(511270.XSHG),多,7200股,7200股,117.622,846878.4,110819.53,102.23,-,0,302.4,0股,15.06%,1456546.43,58.14%
2025-11-18,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.844,158584,34820.84,1.439,-,0,-5590,0股,28.14%,1456546.43,10.89%
2025-11-18,基金,黄金ETF(518880.XSHG),多,13000股,13000股,8.777,114101,47395.27,5.131,-,0,-1365,0股,71.05%,1456546.43,7.83%
2025-11-18,股票,长江电力(600900.XSHG),多,4000股,4000股,28.15,112600,15251.11,24.337,-,0,-40,0股,15.67%,1456546.43,7.73%
2025-11-18,股票,农业银行(601288.XSHG),多,10500股,10500股,8.19,85995,49598.06,3.466,-,0,-1365,0股,136.27%,1456546.43,5.9%
2025-11-18,,Cash,,,,,6743.23,,,,,,,,0
2025-11-19,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,1.984,129555.2,8084.62,1.86,-,0,-2089.6,0股,6.66%,1456553.63,8.89%
2025-11-19,基金,10年地债(511270.XSHG),多,7200股,7200股,117.601,846727.2,110668.33,102.23,-,0,-151.2,0股,15.04%,1456553.63,58.13%
2025-11-19,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.836,157896,34132.84,1.439,-,0,-688,0股,27.58%,1456553.63,10.84%
2025-11-19,基金,黄金ETF(518880.XSHG),多,13000股,13000股,8.954,116402,49696.27,5.131,-,0,2301,0股,74.5%,1456553.63,7.99%
2025-11-19,股票,长江电力(600900.XSHG),多,4000股,4000股,28.23,112920,15571.11,24.337,-,0,320,0股,16%,1456553.63,7.75%
2025-11-19,股票,农业银行(601288.XSHG),多,10500股,10500股,8.22,86310,49913.06,3.466,-,0,315,0股,137.14%,1456553.63,5.93%
2025-11-19,,Cash,,,,,6743.23,,,,,,,,0
2025-11-20,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,1.982,129424.6,7954.02,1.86,-,0,-130.6,0股,6.55%,1461164.03,8.86%
2025-11-20,基金,10年地债(511270.XSHG),多,7200股,7200股,117.641,847015.2,110956.33,102.23,-,0,288,0股,15.07%,1461164.03,57.97%
2025-11-20,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.907,164002,40238.84,1.439,-,0,6106,0股,32.51%,1461164.03,11.22%
2025-11-20,基金,黄金ETF(518880.XSHG),多,13000股,13000股,8.903,115739,49033.27,5.131,-,0,-663,0股,73.51%,1461164.03,7.92%
2025-11-20,股票,长江电力(600900.XSHG),多,4000股,4000股,28.14,112560,15211.11,24.337,-,0,-360,0股,15.63%,1461164.03,7.7%
2025-11-20,股票,农业银行(601288.XSHG),多,10500股,10500股,8.16,85680,49283.06,3.466,-,0,-630,0股,135.4%,1461164.03,5.86%
2025-11-20,,Cash,,,,,6743.23,,,,,,,,0
2025-11-21,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,1.977,129098.1,7627.52,1.86,-,0,-326.5,0股,6.28%,1453886.33,8.88%
2025-11-21,基金,10年地债(511270.XSHG),多,7200股,7200股,117.665,847188,111129.13,102.23,-,0,172.8,0股,15.1%,1453886.33,58.27%
2025-11-21,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.848,158928,35164.84,1.439,-,0,-5074,0股,28.41%,1453886.33,10.93%
2025-11-21,基金,黄金ETF(518880.XSHG),多,13000股,13000股,8.828,114764,48058.27,5.131,-,0,-975,0股,72.05%,1453886.33,7.89%
2025-11-21,股票,长江电力(600900.XSHG),多,4000股,4000股,28.16,112640,15291.11,24.337,-,0,80,0股,15.71%,1453886.33,7.75%
2025-11-21,股票,农业银行(601288.XSHG),多,10500股,10500股,8.05,84525,48128.06,3.466,-,0,-1155,0股,132.23%,1453886.33,5.81%
2025-11-21,,Cash,,,,,6743.23,,,,,,,,0
2025-11-24,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,2.006,130991.8,9521.22,1.86,-,0,1893.7,0股,7.84%,1456916.43,8.99%
2025-11-24,基金,10年地债(511270.XSHG),多,7200股,7200股,117.702,847454.4,111395.53,102.23,-,0,266.4,0股,15.13%,1456916.43,58.17%
2025-11-24,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.856,159616,35852.84,1.439,-,0,688,0股,28.97%,1456916.43,10.96%
2025-11-24,基金,黄金ETF(518880.XSHG),多,13000股,13000股,8.857,115141,48435.27,5.131,-,0,377,0股,72.61%,1456916.43,7.9%
2025-11-24,股票,长江电力(600900.XSHG),多,4000股,4000股,28.19,112760,15411.11,24.337,-,0,120,0股,15.83%,1456916.43,7.74%
2025-11-24,股票,农业银行(601288.XSHG),多,10500股,10500股,8.02,84210,47813.06,3.466,-,0,-315,0股,131.37%,1456916.43,5.78%
2025-11-24,,Cash,,,,,6743.23,,,,,,,,0
2025-11-25,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,2.011,131318.3,9847.72,1.86,-,0,326.5,0股,8.11%,1462110.13,8.98%
2025-11-25,基金,10年地债(511270.XSHG),多,7200股,7200股,117.628,846921.6,110862.73,102.23,-,0,-532.8,0股,15.06%,1462110.13,57.92%
2025-11-25,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.897,163142,39378.84,1.439,-,0,3526,0股,31.82%,1462110.13,11.16%
2025-11-25,基金,黄金ETF(518880.XSHG),多,13000股,13000股,9.01,117130,50424.27,5.131,-,0,1989,0股,75.59%,1462110.13,8.01%
2025-11-25,股票,长江电力(600900.XSHG),多,4000股,4000股,28.03,112120,14771.11,24.337,-,0,-640,0股,15.17%,1462110.13,7.67%
2025-11-25,股票,农业银行(601288.XSHG),多,10500股,10500股,8.07,84735,48338.06,3.466,-,0,525,0股,132.81%,1462110.13,5.8%
2025-11-25,,Cash,,,,,6743.23,,,,,,,,0
2025-11-26,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,2.002,130730.6,9260.02,1.86,-,0,-587.7,0股,7.62%,1460806.43,8.95%
2025-11-26,基金,10年地债(511270.XSHG),多,7200股,7200股,117.408,845337.6,109278.73,102.23,-,0,-1584,0股,14.85%,1460806.43,57.87%
2025-11-26,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.927,165722,41958.84,1.439,-,0,2580,0股,33.9%,1460806.43,11.34%
2025-11-26,基金,黄金ETF(518880.XSHG),多,13000股,13000股,9.011,117143,50437.27,5.131,-,0,13,0股,75.61%,1460806.43,8.02%
2025-11-26,股票,长江电力(600900.XSHG),多,4000股,4000股,27.94,111760,14411.11,24.337,-,0,-360,0股,14.8%,1460806.43,7.65%
2025-11-26,股票,农业银行(601288.XSHG),多,10500股,10500股,7.94,83370,46973.06,3.466,-,0,-1365,0股,129.06%,1460806.43,5.71%
2025-11-26,,Cash,,,,,6743.23,,,,,,,,0
2025-11-27,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,2.026,132297.8,10827.22,1.86,-,0,1567.2,0股,8.91%,1464425.43,9.03%
2025-11-27,基金,10年地债(511270.XSHG),多,7200股,7200股,117.402,845294.4,109235.53,102.23,-,0,-43.2,0股,14.84%,1464425.43,57.72%
2025-11-27,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.925,165550,41786.84,1.439,-,0,-172,0股,33.76%,1464425.43,11.3%
2025-11-27,基金,黄金ETF(518880.XSHG),多,13000股,13000股,9.01,117130,50424.27,5.131,-,0,-13,0股,75.59%,1464425.43,8%
2025-11-27,股票,长江电力(600900.XSHG),多,4000股,4000股,28.09,112360,15011.11,24.337,-,0,600,0股,15.42%,1464425.43,7.67%
2025-11-27,股票,农业银行(601288.XSHG),多,10500股,10500股,8.1,85050,48653.06,3.466,-,0,1680,0股,133.67%,1464425.43,5.81%
2025-11-27,,Cash,,,,,6743.23,,,,,,,,0
2025-11-28,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,2.024,132167.2,10696.62,1.86,-,0,-130.6,0股,8.81%,1466017.83,9.02%
2025-11-28,基金,10年地债(511270.XSHG),多,7200股,7200股,117.472,845798.4,109739.53,102.23,-,0,504,0股,14.91%,1466017.83,57.69%
2025-11-28,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.943,167098,43334.84,1.439,-,0,1548,0股,35.01%,1466017.83,11.4%
2025-11-28,基金,黄金ETF(518880.XSHG),多,13000股,13000股,9.067,117871,51165.27,5.131,-,0,741,0股,76.7%,1466017.83,8.04%
2025-11-28,股票,长江电力(600900.XSHG),多,4000股,4000股,27.98,111920,14571.11,24.337,-,0,-440,0股,14.97%,1466017.83,7.63%
2025-11-28,股票,农业银行(601288.XSHG),多,10500股,10500股,8.04,84420,48023.06,3.466,-,0,-630,0股,131.94%,1466017.83,5.76%
2025-11-28,,Cash,,,,,6743.23,,,,,,,,0
2025-12-01,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,1.973,128836.9,7366.32,1.86,-,0,-3330.3,0股,6.06%,1463128.13,8.81%
2025-12-01,基金,10年地债(511270.XSHG),多,7200股,7200股,117.47,845784,109725.13,102.23,-,0,-14.4,0股,14.91%,1463128.13,57.81%
2025-12-01,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.936,166496,42732.84,1.439,-,0,-602,0股,34.53%,1463128.13,11.38%
2025-12-01,基金,黄金ETF(518880.XSHG),多,13000股,13000股,9.161,119093,52387.27,5.131,-,0,1222,0股,78.53%,1463128.13,8.14%
2025-12-01,股票,长江电力(600900.XSHG),多,4000股,4000股,28.07,112280,14931.11,24.337,-,0,360,0股,15.34%,1463128.13,7.67%
2025-12-01,股票,农业银行(601288.XSHG),多,10500股,10500股,7.99,83895,47498.06,3.466,-,0,-525,0股,130.5%,1463128.13,5.73%
2025-12-01,,Cash,,,,,6743.23,,,,,,,,0
2025-12-02,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,1.969,128575.7,7105.12,1.86,-,0,-261.2,0股,5.85%,1462842.53,8.79%
2025-12-02,基金,10年地债(511270.XSHG),多,7200股,7200股,117.358,844977.6,108918.73,102.23,-,0,-806.4,0股,14.8%,1462842.53,57.76%
2025-12-02,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.94,166840,43076.84,1.439,-,0,344,0股,34.81%,1462842.53,11.41%
2025-12-02,基金,黄金ETF(518880.XSHG),多,13000股,13000股,9.112,118456,51750.27,5.131,-,0,-637,0股,77.58%,1462842.53,8.1%
2025-12-02,股票,长江电力(600900.XSHG),多,4000股,4000股,28.26,113040,15691.11,24.337,-,0,760,0股,16.12%,1462842.53,7.73%
2025-12-02,股票,农业银行(601288.XSHG),多,10500股,10500股,8.02,84210,47813.06,3.466,-,0,315,0股,131.37%,1462842.53,5.76%
2025-12-02,,Cash,,,,,6743.23,,,,,,,,0
2025-12-03,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,1.969,128575.7,7105.12,1.86,-,0,0,0股,5.85%,1464843.73,8.78%
2025-12-03,基金,10年地债(511270.XSHG),多,7200股,7200股,117.419,845416.8,109357.93,102.23,-,0,439.2,0股,14.86%,1464843.73,57.71%
2025-12-03,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.965,168990,45226.84,1.439,-,0,2150,0股,36.54%,1464843.73,11.54%
2025-12-03,基金,黄金ETF(518880.XSHG),多,13000股,13000股,9.096,118248,51542.27,5.131,-,0,-208,0股,77.27%,1464843.73,8.07%
2025-12-03,股票,长江电力(600900.XSHG),多,4000股,4000股,28.27,113080,15731.11,24.337,-,0,40,0股,16.16%,1464843.73,7.72%
2025-12-03,股票,农业银行(601288.XSHG),多,10500股,10500股,7.98,83790,47393.06,3.466,-,0,-420,0股,130.21%,1464843.73,5.72%
2025-12-03,,Cash,,,,,6743.23,,,,,,,,0
2025-12-04,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,1.964,128249.2,6778.62,1.86,-,0,-326.5,0股,5.58%,1461470.83,8.78%
2025-12-04,基金,10年地债(511270.XSHG),多,7200股,7200股,117.187,843746.4,107687.53,102.23,-,0,-1670.4,0股,14.63%,1461470.83,57.73%
2025-12-04,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.965,168990,45226.84,1.439,-,0,0,0股,36.54%,1461470.83,11.56%
2025-12-04,基金,黄金ETF(518880.XSHG),多,13000股,13000股,9.064,117832,51126.27,5.131,-,0,-416,0股,76.64%,1461470.83,8.06%
2025-12-04,股票,长江电力(600900.XSHG),多,4000股,4000股,28.24,112960,15611.11,24.337,-,0,-120,0股,16.04%,1461470.83,7.73%
2025-12-04,股票,农业银行(601288.XSHG),多,10500股,10500股,7.9,82950,46553.06,3.466,-,0,-840,0股,127.9%,1461470.83,5.68%
2025-12-04,,Cash,,,,,6743.23,,,,,,,,0
2025-12-05,基金,豆粕ETF华夏(159985.XSHE),多,65300股,65300股,1.956,127726.8,6256.22,1.86,-,0,-522.4,0股,5.15%,1461042.03,8.74%
2025-12-05,基金,10年地债(511270.XSHG),多,7200股,7200股,117.305,844596,108537.13,102.23,-,0,849.6,0股,14.75%,1461042.03,57.81%
2025-12-05,基金,纳指ETF(513100.XSHG),多,86000股,86000股,1.963,168818,45054.84,1.439,-,0,-172,0股,36.4%,1461042.03,11.55%
2025-12-05,基金,黄金ETF(518880.XSHG),多,13000股,13000股,9.136,118768,52062.27,5.131,-,0,936,0股,78.05%,1461042.03,8.13%
2025-12-05,股票,长江电力(600900.XSHG),多,4000股,4000股,28.07,112280,14931.11,24.337,-,0,-680,0股,15.34%,1461042.03,7.68%
2025-12-05,股票,农业银行(601288.XSHG),多,10500股,10500股,7.82,82110,45713.06,3.466,-,0,-840,0股,125.6%,1461042.03,5.62%
2025-12-05,,Cash,,,,,6743.23,,,,,,,,0
2025-12-08,基金,豆粕ETF华夏(159985.XSHE),多,61700股,61700股,1.951,120376.7,5602.81,1.86,-,0,-308.5,0股,4.88%,1457558.13,8.26%
2025-12-08,基金,10年地债(511270.XSHG),多,7400股,7400股,117.117,866665.8,107185.73,102.632,-,0,-1351.4,200股,14.11%,1457558.13,59.46%
2025-12-08,基金,纳指ETF(513100.XSHG),多,70200股,70200股,1.952,137030.4,36005.13,1.439,-,0,-772.2,0股,35.64%,1457558.13,9.4%
2025-12-08,基金,黄金ETF(518880.XSHG),多,12600股,12600股,9.11,114786,50132.75,5.131,-,0,-327.6,0股,77.54%,1457558.13,7.88%
2025-12-08,股票,长江电力(600900.XSHG),多,4400股,4000股,27.87,122628,14059.11,24.675,-,0,-872,400股,12.95%,1457558.13,8.41%
2025-12-08,股票,农业银行(601288.XSHG),多,11100股,10500股,7.84,87024,45911.06,3.704,-,0,198,600股,111.67%,1457558.13,5.97%
2025-12-08,,Cash,,,,,9047.23,,,,,,,,0
2025-12-09,基金,豆粕ETF华夏(159985.XSHE),多,61700股,61700股,1.942,119821.4,5047.51,1.86,-,0,-555.3,0股,4.4%,1457260.43,8.22%
2025-12-09,基金,10年地债(511270.XSHG),多,7400股,7400股,117.129,866754.6,107274.53,102.632,-,0,88.8,0股,14.12%,1457260.43,59.48%
2025-12-09,基金,纳指ETF(513100.XSHG),多,70200股,70200股,1.928,135345.6,34320.33,1.439,-,0,-1684.8,0股,33.97%,1457260.43,9.29%
2025-12-09,基金,黄金ETF(518880.XSHG),多,12600股,12600股,9.046,113979.6,49326.35,5.131,-,0,-806.4,0股,76.29%,1457260.43,7.82%
2025-12-09,股票,长江电力(600900.XSHG),多,4400股,4400股,27.97,123068,14499.11,24.675,-,0,440,0股,13.35%,1457260.43,8.45%
2025-12-09,股票,农业银行(601288.XSHG),多,11100股,11100股,8.04,89244,48131.06,3.704,-,0,2220,0股,117.07%,1457260.43,6.12%
2025-12-09,,Cash,,,,,9047.23,,,,,,,,0
2025-12-10,基金,豆粕ETF华夏(159985.XSHE),多,61700股,61700股,1.949,120253.3,5479.41,1.86,-,0,431.9,0股,4.77%,1457082.93,8.25%
2025-12-10,基金,10年地债(511270.XSHG),多,7400股,7400股,117.189,867198.6,107718.53,102.632,-,0,444,0股,14.18%,1457082.93,59.52%
2025-12-10,基金,纳指ETF(513100.XSHG),多,70200股,70200股,1.944,136468.8,35443.53,1.439,-,0,1123.2,0股,35.08%,1457082.93,9.37%
2025-12-10,基金,黄金ETF(518880.XSHG),多,12600股,12600股,9.095,114597,49943.75,5.131,-,0,617.4,0股,77.25%,1457082.93,7.86%
2025-12-10,股票,长江电力(600900.XSHG),多,4400股,4400股,27.89,122716,14147.11,24.675,-,0,-352,0股,13.03%,1457082.93,8.42%
2025-12-10,股票,农业银行(601288.XSHG),多,11100股,11100股,7.82,86802,45689.06,3.704,-,0,-2442,0股,111.13%,1457082.93,5.96%
2025-12-10,,Cash,,,,,9047.23,,,,,,,,0
2025-12-11,基金,豆粕ETF华夏(159985.XSHE),多,61700股,61700股,1.942,119821.4,5047.51,1.86,-,0,-431.9,0股,4.4%,1456991.83,8.22%
2025-12-11,基金,10年地债(511270.XSHG),多,7400股,7400股,117.309,868086.6,108606.53,102.632,-,0,888,0股,14.3%,1456991.83,59.58%
2025-12-11,基金,纳指ETF(513100.XSHG),多,70200股,70200股,1.918,134643.6,33618.33,1.439,-,0,-1825.2,0股,33.28%,1456991.83,9.24%
2025-12-11,基金,黄金ETF(518880.XSHG),多,12600股,12600股,9.11,114786,50132.75,5.131,-,0,189,0股,77.54%,1456991.83,7.88%
2025-12-11,股票,长江电力(600900.XSHG),多,4400股,4400股,27.86,122584,14015.11,24.675,-,0,-132,0股,12.91%,1456991.83,8.41%
2025-12-11,股票,农业银行(601288.XSHG),多,11100股,11100股,7.93,88023,46910.06,3.704,-,0,1221,0股,114.1%,1456991.83,6.04%
2025-12-11,,Cash,,,,,9047.23,,,,,,,,0
2025-12-12,基金,豆粕ETF华夏(159985.XSHE),多,61700股,61700股,1.955,120623.5,5849.61,1.86,-,0,802.1,0股,5.1%,1457133.13,8.28%
2025-12-12,基金,10年地债(511270.XSHG),多,7400股,7400股,117.2,867280,107799.93,102.632,-,0,-806.6,0股,14.19%,1457133.13,59.52%
2025-12-12,基金,纳指ETF(513100.XSHG),多,70200股,70200股,1.921,134854.2,33828.93,1.439,-,0,210.6,0股,33.49%,1457133.13,9.25%
2025-12-12,基金,黄金ETF(518880.XSHG),多,12600股,12600股,9.227,116260.2,51606.95,5.131,-,0,1474.2,0股,79.82%,1457133.13,7.98%
2025-12-12,股票,长江电力(600900.XSHG),多,4400股,4400股,28.04,123376,14807.11,24.675,-,0,792,0股,13.64%,1457133.13,8.47%
2025-12-12,股票,农业银行(601288.XSHG),多,11100股,11100股,7.72,85692,44579.06,3.704,-,0,-2331,0股,108.43%,1457133.13,5.88%
2025-12-12,,Cash,,,,,9047.23,,,,,,,,0
2025-12-15,基金,豆粕ETF华夏(159985.XSHE),多,61700股,61700股,1.951,120376.7,5602.81,1.86,-,0,-246.8,0股,4.88%,1454890.49,8.27%
2025-12-15,基金,10年地债(511270.XSHG),多,7400股,7400股,117.101,866547.4,107067.33,102.632,-,0,-732.6,0股,14.1%,1454890.49,59.56%
2025-12-15,基金,纳指ETF(513100.XSHG),多,70200股,70200股,1.902,133520.4,32495.13,1.439,-,0,-1333.8,0股,32.17%,1454890.49,9.18%
2025-12-15,基金,黄金ETF(518880.XSHG),多,12600股,12600股,9.351,117822.6,53169.35,5.131,-,0,1562.4,0股,82.24%,1454890.49,8.1%
2025-12-15,股票,长江电力(600900.XSHG),多,4400股,4400股,28.04,123376,14807.11,24.675,-,0,0,0股,13.64%,1454890.49,8.48%
2025-12-15,股票,农业银行(601288.XSHG),多,11100股,11100股,7.49,83139,43352.51,3.584,-,0,-1226.55,0股,108.96%,1454890.49,5.71%
2025-12-15,,Cash,,,,,10108.39,,,,,,,,0
2025-12-16,基金,豆粕ETF华夏(159985.XSHE),多,61700股,61700股,1.96,120932,6158.11,1.86,-,0,555.3,0股,5.37%,1450474.99,8.34%
2025-12-16,基金,10年地债(511270.XSHG),多,7400股,7400股,117.115,866651,107170.93,102.632,-,0,103.6,0股,14.11%,1450474.99,59.75%
2025-12-16,基金,纳指ETF(513100.XSHG),多,70200股,70200股,1.873,131484.6,30459.33,1.439,-,0,-2035.8,0股,30.15%,1450474.99,9.06%
2025-12-16,基金,黄金ETF(518880.XSHG),多,12600股,12600股,9.24,116424,51770.75,5.131,-,0,-1398.6,0股,80.07%,1450474.99,8.03%
2025-12-16,股票,长江电力(600900.XSHG),多,4400股,4400股,27.97,123068,14499.11,24.675,-,0,-308,0股,13.35%,1450474.99,8.48%
2025-12-16,股票,农业银行(601288.XSHG),多,11100股,11100股,7.37,81807,42020.51,3.584,-,0,-1332,0股,105.62%,1450474.99,5.64%
2025-12-16,,Cash,,,,,10108.39,,,,,,,,0
2025-12-17,基金,豆粕ETF华夏(159985.XSHE),多,61700股,61700股,1.946,120068.2,5294.31,1.86,-,0,-863.8,0股,4.61%,1453341.59,8.26%
2025-12-17,基金,10年地债(511270.XSHG),多,7400股,7400股,117.163,867006.2,107526.13,102.632,-,0,355.2,0股,14.16%,1453341.59,59.66%
2025-12-17,基金,纳指ETF(513100.XSHG),多,70200股,70200股,1.899,133309.8,32284.53,1.439,-,0,1825.2,0股,31.96%,1453341.59,9.17%
2025-12-17,基金,黄金ETF(518880.XSHG),多,12600股,12600股,9.31,117306,52652.75,5.131,-,0,882,0股,81.44%,1453341.59,8.07%
2025-12-17,股票,长江电力(600900.XSHG),多,4400股,4400股,27.92,122848,14279.11,24.675,-,0,-220,0股,13.15%,1453341.59,8.45%
2025-12-17,股票,农业银行(601288.XSHG),多,11100股,11100股,7.45,82695,42908.51,3.584,-,0,888,0股,107.85%,1453341.59,5.69%
2025-12-17,,Cash,,,,,10108.39,,,,,,,,0
2025-12-18,基金,豆粕ETF华夏(159985.XSHE),多,61700股,61700股,1.942,119821.4,5047.51,1.86,-,0,-246.8,0股,4.4%,1453624.19,8.24%
2025-12-18,基金,10年地债(511270.XSHG),多,7400股,7400股,117.1,866540,107059.93,102.632,-,0,-466.2,0股,14.1%,1453624.19,59.61%
2025-12-18,基金,纳指ETF(513100.XSHG),多,70200股,70200股,1.878,131835.6,30810.33,1.439,-,0,-1474.2,0股,30.5%,1453624.19,9.07%
2025-12-18,基金,黄金ETF(518880.XSHG),多,12600股,12600股,9.318,117406.8,52753.55,5.131,-,0,100.8,0股,81.59%,1453624.19,8.08%
2025-12-18,股票,长江电力(600900.XSHG),多,4400股,4400股,28.08,123552,14983.11,24.675,-,0,704,0股,13.8%,1453624.19,8.5%
2025-12-18,股票,农业银行(601288.XSHG),多,11100股,11100股,7.6,84360,44573.51,3.584,-,0,1665,0股,112.03%,1453624.19,5.8%
2025-12-18,,Cash,,,,,10108.39,,,,,,,,0
2025-12-19,基金,豆粕ETF华夏(159985.XSHE),多,61700股,61700股,1.948,120191.6,5417.71,1.86,-,0,370.2,0股,4.72%,1454898.79,8.26%
2025-12-19,基金,10年地债(511270.XSHG),多,7400股,7400股,117.082,866406.8,106926.73,102.632,-,0,-133.2,0股,14.08%,1454898.79,59.55%
2025-12-19,基金,纳指ETF(513100.XSHG),多,70200股,70200股,1.916,134503.2,33477.93,1.439,-,0,2667.6,0股,33.14%,1454898.79,9.24%
2025-12-19,基金,黄金ETF(518880.XSHG),多,12600股,12600股,9.313,117343.8,52690.55,5.131,-,0,-63,0股,81.5%,1454898.79,8.07%
2025-12-19,股票,长江电力(600900.XSHG),多,4400股,4400股,27.85,122540,13971.11,24.675,-,0,-1012,0股,12.87%,1454898.79,8.42%
2025-12-19,股票,农业银行(601288.XSHG),多,11100股,11100股,7.55,83805,44018.51,3.584,-,0,-555,0股,110.64%,1454898.79,5.76%
2025-12-19,,Cash,,,,,10108.39,,,,,,,,0
2025-12-22,基金,豆粕ETF华夏(159985.XSHE),多,61700股,61700股,1.946,120068.2,5294.31,1.86,-,0,-123.4,0股,4.61%,1457135.39,8.24%
2025-12-22,基金,10年地债(511270.XSHG),多,7400股,7400股,116.913,865156.2,105676.13,102.632,-,0,-1250.6,0股,13.91%,1457135.39,59.37%
2025-12-22,基金,纳指ETF(513100.XSHG),多,70200股,70200股,1.945,136539,35513.73,1.439,-,0,2035.8,0股,35.15%,1457135.39,9.37%
2025-12-22,基金,黄金ETF(518880.XSHG),多,12600股,12600股,9.511,119838.6,55185.35,5.131,-,0,2494.8,0股,85.36%,1457135.39,8.22%
2025-12-22,股票,长江电力(600900.XSHG),多,4400股,4400股,27.54,121176,12607.11,24.675,-,0,-1364,0股,11.61%,1457135.39,8.32%
2025-12-22,股票,农业银行(601288.XSHG),多,11100股,11100股,7.59,84249,44462.51,3.584,-,0,444,0股,111.75%,1457135.39,5.78%
2025-12-22,,Cash,,,,,10108.39,,,,,,,,0
2025-12-23,基金,豆粕ETF华夏(159985.XSHE),多,61700股,61700股,1.95,120315,5541.11,1.86,-,0,246.8,0股,4.83%,1460749.99,8.24%
2025-12-23,基金,10年地债(511270.XSHG),多,7400股,7400股,117.033,866044.2,106564.13,102.632,-,0,888,0股,14.03%,1460749.99,59.29%
2025-12-23,基金,纳指ETF(513100.XSHG),多,70200股,70200股,1.935,135837,34811.73,1.439,-,0,-702,0股,34.46%,1460749.99,9.3%
2025-12-23,基金,黄金ETF(518880.XSHG),多,12600股,12600股,9.639,121451.4,56798.15,5.131,-,0,1612.8,0股,87.85%,1460749.99,8.31%
